סמל_ישוב,שם_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,סהכ,גיל_0_5,גיל_6_18,גיל_19_45,גיל_46_55,גיל_56_64,גיל_65_פלוס
1376 ,באר גנים ,62 ,באר שבע ,61 ,אשקלון ,36 ,חוף אשקלון ,2090 ,338 ,619 ,728 ,131 ,127 ,147
1377 ,שבי דרום ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,463 ,118 ,190 ,126 ,18 ,10 ,1
1378 ,שיזף ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,115 ,32 ,38 ,45 ,0 ,0 ,0
1411 ,מחנה הילה ,44 ,רחובות ,46 ,ראשון לציון ,27 ,גן רווה ,278 ,92 ,55 ,131 ,0 ,0 ,0
1412 ,מחנה תל נוף ,44 ,רחובות ,44 ,רחובות ,28 ,ברנר ,351 ,107 ,69 ,166 ,9 ,0 ,0
1413 ,מחנה יהודית ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,264 ,72 ,57 ,133 ,2 ,0 ,0
1414 ,מחנה מרים ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,216 ,63 ,53 ,99 ,1 ,0 ,0
1415 ,מחנה יפה ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,448 ,102 ,117 ,224 ,5 ,0 ,0
1416 ,מחנה יוכבד ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,238 ,49 ,75 ,110 ,4 ,0 ,0
1418 ,מחנה טלי ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,270 ,69 ,57 ,141 ,3 ,0 ,0
1419 ,ניצן ב' ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,695 ,73 ,137 ,344 ,46 ,49 ,46
2002 ,תנובות ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,879 ,81 ,171 ,290 ,119 ,97 ,121
2003 ,תלמי אלעזר ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,1006 ,87 ,236 ,329 ,145 ,94 ,115
2006 ,כנות ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,56 ,9 ,8 ,22 ,1 ,8 ,8
2008 ,שדה יצחק ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,625 ,59 ,124 ,240 ,78 ,57 ,67
2009 ,יובל ,21 ,צפת ,21 ,צפת ,55 ,מבואות החרמון ,632 ,41 ,139 ,219 ,81 ,55 ,97
2010 ,כפר בן נון ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,833 ,74 ,214 ,266 ,111 ,61 ,107
2011 ,ינון ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1230 ,131 ,259 ,444 ,146 ,129 ,121
2012 ,אורות ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,596 ,31 ,115 ,188 ,73 ,72 ,117
2013 ,בן שמן )מושב( ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,881 ,65 ,217 ,259 ,150 ,71 ,119
2014 ,גבעולים ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,494 ,61 ,126 ,169 ,57 ,29 ,52
2015 ,שדי חמד ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,1017 ,71 ,236 ,315 ,183 ,81 ,131
2016 ,רוויה ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,413 ,36 ,115 ,137 ,57 ,25 ,43
2018 ,גבעת חיים )איחוד( ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,1480 ,136 ,314 ,423 ,192 ,96 ,319
2021 ,אשל הנשיא ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,151 ,12 ,27 ,57 ,21 ,18 ,16
2023 ,להב ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,812 ,59 ,198 ,283 ,105 ,54 ,113
2024 ,אום אל-קוטוף ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,1196 ,140 ,280 ,505 ,116 ,86 ,69
2026 ,ירדנה ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,410 ,43 ,93 ,141 ,45 ,35 ,53
2029 ,מדרך עוז ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,864 ,62 ,216 ,277 ,129 ,78 ,102
2030 ,מנוחה ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,669 ,85 ,132 ,255 ,73 ,57 ,67
2033 ,בית חלקיה ,44 ,רחובות ,44 ,רחובות ,31 ,נחל שורק ,1025 ,189 ,356 ,339 ,50 ,34 ,57
2034 ,חצור הגלילית ,21 ,צפת ,21 ,צפת ,0 , ,11096 ,1318 ,2398 ,3921 ,1042 ,999 ,1418
2035 ,עדנים ,42 ,פתח תקווה ,42 ,פתח תקוה ,20 ,דרום השרון ,422 ,29 ,103 ,132 ,56 ,33 ,69
2038 ,ברקת ,42 ,פתח תקווה ,42 ,פתח תקוה ,25 ,חבל מודיעין ,2029 ,311 ,535 ,747 ,157 ,141 ,138
2039 ,קרית יערים)מוסד( ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,51 ,7 ,16 ,14 ,4 ,3 ,7
2042 ,עין גדי ,62 ,באר שבע ,62 ,באר שבע ,51 ,תמר ,623 ,37 ,90 ,201 ,93 ,66 ,136
2043 ,בחן ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,1108 ,61 ,369 ,288 ,221 ,71 ,98
2044 ,מלילות ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,442 ,49 ,99 ,157 ,45 ,27 ,65
2045 ,נחלה ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,748 ,74 ,194 ,260 ,73 ,72 ,75
2046 ,סגולה ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,659 ,52 ,163 ,223 ,82 ,50 ,89
2047 ,ניר משה ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,604 ,56 ,120 ,211 ,67 ,57 ,93
2048 ,ניר עקיבא ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,752 ,85 ,215 ,239 ,101 ,44 ,68
2049 ,שדה צבי ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,732 ,71 ,219 ,257 ,84 ,46 ,55
2050 ,תלמי ביל"ו ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,549 ,55 ,132 ,197 ,42 ,49 ,74
2051 ,רווחה ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,606 ,71 ,119 ,205 ,65 ,60 ,86
2052 ,אביטל ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,588 ,47 ,131 ,199 ,77 ,42 ,92
2053 ,פרזון ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,430 ,47 ,81 ,144 ,51 ,43 ,64
2054 ,מיטב ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,516 ,50 ,105 ,192 ,56 ,48 ,65
2055 ,מאור ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,1516 ,132 ,421 ,514 ,233 ,101 ,115
2057 ,שדי תרומות ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,534 ,53 ,92 ,192 ,68 ,69 ,60
2059 ,פעמי תש"ז ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,589 ,56 ,147 ,214 ,64 ,41 ,67
2060 ,ברוש ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,591 ,58 ,170 ,199 ,83 ,26 ,55
2061 ,תדהר ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,716 ,64 ,222 ,260 ,80 ,47 ,43
2062 ,תאשור ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,434 ,40 ,89 ,162 ,44 ,49 ,50
2063 ,דישון ,21 ,צפת ,21 ,צפת ,55 ,מבואות החרמון ,372 ,30 ,48 ,137 ,33 ,61 ,63
2064 ,זרועה ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,527 ,70 ,131 ,182 ,69 ,28 ,47
2100 ,טירת כרמל ,31 ,חיפה ,31 ,חיפה ,0 , ,30170 ,3223 ,5097 ,10983 ,3113 ,2803 ,4951
2200 ,דימונה ,62 ,באר שבע ,62 ,באר שבע ,0 , ,41004 ,3675 ,7730 ,14707 ,4805 ,3852 ,6235
2300 ,קרית טבעון ,31 ,חיפה ,31 ,חיפה ,0 , ,18949 ,1126 ,3496 ,5690 ,2566 ,1887 ,4184
2400 ,אור יהודה ,52 ,רמת גן ,52 ,רמת גן ,0 , ,37847 ,3479 ,7126 ,13403 ,4210 ,3730 ,5899
2500 ,נשר ,31 ,חיפה ,31 ,חיפה ,0 , ,24856 ,1536 ,3609 ,8481 ,3102 ,2773 ,5355
2530 ,באר יעקב ,43 ,רמלה ,43 ,רמלה ,0 , ,29639 ,4020 ,7745 ,10823 ,2862 ,1620 ,2569
2550 ,גדרה ,44 ,רחובות ,44 ,רחובות ,0 , ,29307 ,2533 ,7566 ,9861 ,4221 ,1975 ,3151
2560 ,ערד ,62 ,באר שבע ,62 ,באר שבע ,0 , ,32589 ,3996 ,6160 ,10296 ,3463 ,2810 ,5864
2600 ,אילת ,62 ,באר שבע ,63 ,אילת ,0 , ,68638 ,4322 ,10626 ,26816 ,9749 ,7254 ,9871
2610 ,בית שמש ,11 ,ירושלים ,13 ,בית שמש ,0 , ,156487 ,28952 ,50978 ,53951 ,9743 ,5721 ,7142
2620 ,קרית אונו ,52 ,רמת גן ,52 ,רמת גן ,0 , ,43671 ,3150 ,9770 ,13012 ,6453 ,3476 ,7810
2630 ,קרית גת ,61 ,אשקלון ,61 ,אשקלון ,0 , ,67919 ,8302 ,14074 ,24144 ,6057 ,5751 ,9591
2640 ,ראש העין ,42 ,פתח תקווה ,349 ,ראש העין ,0 , ,73877 ,9814 ,15307 ,28145 ,7292 ,6371 ,6948
2650 ,רמת השרון ,51 ,תל אביב ,57 ,הרצליה ,0 , ,52514 ,3446 ,10675 ,14366 ,7876 ,4699 ,11452
2660 ,יבנה ,44 ,רחובות ,44 ,רחובות ,0 , ,57071 ,6913 ,12774 ,20732 ,5495 ,4055 ,7102
2710 ,אום אל-פחם ,32 ,חדרה ,23 ,עפולה ,0 , ,58770 ,6239 ,14938 ,24363 ,6381 ,3925 ,2924
2720 ,טירה ,41 ,השרון ,41 ,נתניה ,0 , ,28102 ,2560 ,6115 ,11864 ,3103 ,2282 ,2178
2730 ,טייבה ,41 ,השרון ,41 ,נתניה ,0 , ,46481 ,4541 ,11553 ,18826 ,5114 ,3508 ,2939
2742 ,זבארגה )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,18 ,0 ,0 ,1 ,7 ,9 ,1
2800 ,קרית שמונה ,21 ,צפת ,21 ,צפת ,0 , ,24437 ,1788 ,4104 ,8854 ,2857 ,2725 ,4109
3000 ,ירושלים ,11 ,ירושלים ,11 ,ירושלים ,0 , ,1050853 ,130160 ,263395 ,374341 ,91302 ,70717 ,120938
3400 ,חברון ,77 ,חברון ,11 ,ירושלים ,0 , ,618 ,80 ,209 ,232 ,33 ,34 ,30
3488 ,כפר עציון ,76 ,בית לחם ,11 ,ירושלים ,76 ,גוש עציון ,1044 ,145 ,345 ,332 ,98 ,36 ,88
3555 ,נתיב הגדוד ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן ,231 ,28 ,46 ,85 ,18 ,12 ,42
3556 ,אלמוג ,75 ,ירדן )יריחו( ,11 ,ירושלים ,74 ,מגילות ים המלח ,305 ,23 ,85 ,112 ,45 ,29 ,11
3557 ,קדומים ,73 ,טול כרם ,47 ,כפר סבא ,0 , ,4813 ,557 ,1598 ,1625 ,374 ,212 ,447
3558 ,תומר ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן ,380 ,50 ,73 ,154 ,12 ,29 ,62
3560 ,אלקנה ,73 ,טול כרם ,349 ,ראש העין ,0 , ,4384 ,542 ,1096 ,1537 ,373 ,249 ,587
3561 ,מגדל עוז ,76 ,בית לחם ,11 ,ירושלים ,76 ,גוש עציון ,431 ,61 ,94 ,194 ,41 ,27 ,14
3563 ,תקוע ,76 ,בית לחם ,11 ,ירושלים ,76 ,גוש עציון ,4661 ,667 ,1671 ,1609 ,304 ,162 ,248
3564 ,כוכב השחר ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,2760 ,457 ,984 ,946 ,148 ,142 ,83
3565 ,רימונים ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,777 ,94 ,172 ,294 ,91 ,57 ,69
3566 ,יפית ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן ,282 ,34 ,75 ,93 ,32 ,12 ,36
3567 ,סלעית ,73 ,טול כרם ,42 ,פתח תקוה ,72 ,שומרון ,1502 ,154 ,535 ,457 ,192 ,71 ,93
3568 ,ריחן ,71 ,ג'נין ,32 ,חדרה ,72 ,שומרון ,406 ,57 ,121 ,138 ,41 ,30 ,19
3569 ,מבוא דותן ,71 ,ג'נין ,32 ,חדרה ,72 ,שומרון ,623 ,126 ,187 ,215 ,36 ,16 ,43
3570 ,אריאל ,73 ,טול כרם ,48 ,אריאל ,0 , ,20692 ,1534 ,3774 ,7316 ,2489 ,2281 ,3298
3571 ,שבי שומרון ,72 ,שכם ,41 ,נתניה ,72 ,שומרון ,1129 ,188 ,364 ,377 ,65 ,41 ,94
3572 ,כפר תפוח ,73 ,טול כרם ,48 ,אריאל ,72 ,שומרון ,1536 ,305 ,509 ,569 ,59 ,27 ,67
3573 ,נוה צוף ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,1351 ,173 ,382 ,488 ,102 ,75 ,131
3574 ,בית אל ,74 ,ראמאללה ,11 ,ירושלים ,0 , ,5967 ,838 ,1702 ,2204 ,460 ,333 ,430
3575 ,בית חורון ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,1525 ,189 ,473 ,533 ,142 ,73 ,115
3576 ,מצפה יריחו ,75 ,ירדן )יריחו( ,11 ,ירושלים ,73 ,מטה בנימין ,2608 ,412 ,832 ,968 ,140 ,105 ,151
3578 ,שדמות מחולה ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן ,771 ,99 ,257 ,283 ,48 ,38 ,46
3579 ,אלון מורה ,72 ,שכם ,48 ,אריאל ,72 ,שומרון ,1975 ,388 ,621 ,723 ,59 ,72 ,112
3598 ,ארגמן ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן ,163 ,12 ,28 ,59 ,11 ,19 ,34
3599 ,מחולה ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן ,731 ,108 ,240 ,247 ,54 ,12 ,70
3601 ,קליה ,75 ,ירדן )יריחו( ,11 ,ירושלים ,74 ,מגילות ים המלח ,496 ,58 ,98 ,183 ,47 ,63 ,47
3602 ,ראש צורים ,76 ,בית לחם ,11 ,ירושלים ,76 ,גוש עציון ,1063 ,134 ,405 ,364 ,102 ,21 ,37
3603 ,הר גילה ,76 ,בית לחם ,11 ,ירושלים ,76 ,גוש עציון ,1684 ,134 ,497 ,571 ,211 ,117 ,154
3604 ,אלון שבות ,76 ,בית לחם ,11 ,ירושלים ,76 ,גוש עציון ,3521 ,382 ,865 ,1320 ,369 ,226 ,359
3605 ,משואה ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן ,337 ,61 ,67 ,120 ,40 ,5 ,44
3606 ,גלגל ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן ,216 ,20 ,35 ,92 ,15 ,37 ,17
3607 ,ייט"ב ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן ,347 ,55 ,101 ,124 ,23 ,20 ,24
3608 ,מעלה אפרים ,75 ,ירדן )יריחו( ,23 ,עפולה ,0 , ,1767 ,206 ,415 ,590 ,165 ,154 ,237
3609 ,חמרה ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן ,225 ,25 ,57 ,70 ,31 ,5 ,37
3610 ,מצפה שלם ,75 ,ירדן )יריחו( ,11 ,ירושלים ,74 ,מגילות ים המלח ,229 ,17 ,37 ,90 ,28 ,46 ,11
3611 ,קרית ארבע ,77 ,חברון ,11 ,ירושלים ,0 , ,8288 ,1094 ,2124 ,3054 ,618 ,496 ,902
3612 ,בקעות ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן ,224 ,18 ,65 ,61 ,38 ,6 ,36
3613 ,גיתית ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן ,559 ,62 ,250 ,171 ,32 ,14 ,30
3614 ,מכורה ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן ,218 ,20 ,56 ,69 ,31 ,9 ,33
3615 ,פצאל ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן ,423 ,66 ,91 ,150 ,32 ,13 ,71
3616 ,מעלה אדומים ,76 ,בית לחם ,11 ,ירושלים ,0 , ,40747 ,3560 ,8831 ,14858 ,4746 ,3812 ,4940
3617 ,עופרה ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,3307 ,336 ,953 ,1234 ,345 ,209 ,230
3618 ,אלעזר ,76 ,בית לחם ,11 ,ירושלים ,76 ,גוש עציון ,2738 ,285 ,874 ,953 ,350 ,129 ,147
3619 ,רועי ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן ,164 ,8 ,32 ,56 ,17 ,16 ,35
3620 ,נערן ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן ,115 ,24 ,22 ,53 ,8 ,5 ,3
3638 ,כפר אדומים ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,4904 ,568 ,1590 ,1736 ,527 ,274 ,209
3639 ,ורד יריחו ,75 ,ירדן )יריחו( ,11 ,ירושלים ,74 ,מגילות ים המלח ,428 ,36 ,127 ,150 ,57 ,25 ,33
3640 ,קרני שומרון ,73 ,טול כרם ,48 ,אריאל ,0 , ,10578 ,1461 ,2695 ,3883 ,748 ,752 ,1039
3641 ,שילה ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,5185 ,1010 ,1974 ,1705 ,221 ,112 ,163
3643 ,חיננית ,71 ,ג'נין ,32 ,חדרה ,72 ,שומרון ,1705 ,212 ,614 ,601 ,136 ,93 ,49
3644 ,גבעון החדשה ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,1237 ,106 ,161 ,498 ,142 ,161 ,169
3645 ,בית הערבה ,75 ,ירדן )יריחו( ,11 ,ירושלים ,74 ,מגילות ים המלח ,487 ,107 ,146 ,189 ,40 ,2 ,3
3646 ,חמדת ,75 ,ירדן )יריחו( ,23 ,עפולה ,75 ,ערבות הירדן ,329 ,49 ,128 ,117 ,33 ,2 ,0
3647 ,יקיר ,73 ,טול כרם ,48 ,אריאל ,72 ,שומרון ,2724 ,405 ,984 ,948 ,188 ,86 ,113
3648 ,מתתיהו ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,915 ,104 ,289 ,330 ,79 ,39 ,74
3649 ,שקד ,71 ,ג'נין ,32 ,חדרה ,72 ,שומרון ,1125 ,140 ,322 ,400 ,119 ,58 ,86
3650 ,אפרת ,76 ,בית לחם ,11 ,ירושלים ,0 , ,13383 ,1599 ,3904 ,4856 ,1001 ,879 ,1144
3651 ,מעלה מכמש ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,1946 ,258 ,640 ,712 ,177 ,87 ,72
3652 ,בית אריה ,74 ,ראמאללה ,349 ,ראש העין ,0 , ,5705 ,473 ,1435 ,2010 ,839 ,470 ,478
3653 ,מעלה עמוס ,76 ,בית לחם ,11 ,ירושלים ,76 ,גוש עציון ,1031 ,276 ,328 ,356 ,22 ,29 ,20
3654 ,ברקן ,73 ,טול כרם ,48 ,אריאל ,72 ,שומרון ,2192 ,188 ,518 ,756 ,354 ,170 ,206
3655 ,ניל"י ,74 ,ראמאללה ,43 ,רמלה ,73 ,מטה בנימין ,2015 ,169 ,603 ,675 ,299 ,160 ,109
3656 ,כרמל ,77 ,חברון ,11 ,ירושלים ,78 ,הר חברון ,549 ,93 ,168 ,203 ,29 ,38 ,18
3657 ,מעון ,77 ,חברון ,11 ,ירושלים ,78 ,הר חברון ,635 ,108 ,232 ,230 ,22 ,39 ,4
3658 ,עטרת ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,698 ,100 ,289 ,224 ,33 ,38 ,14
3659 ,פסגות ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,2274 ,408 ,760 ,800 ,129 ,89 ,88
3660 ,עמנואל ,73 ,טול כרם ,349 ,ראש העין ,0 , ,5067 ,1036 ,1505 ,1770 ,271 ,237 ,248
3709 ,מבוא חורון ,74 ,ראמאללה ,43 ,רמלה ,73 ,מטה בנימין ,2665 ,347 ,1112 ,839 ,227 ,52 ,88
3710 ,ברכה ,72 ,שכם ,48 ,אריאל ,72 ,שומרון ,3090 ,592 ,1194 ,1037 ,127 ,65 ,75
3712 ,ענב ,73 ,טול כרם ,41 ,נתניה ,72 ,שומרון ,1120 ,204 ,370 ,379 ,47 ,48 ,72
3713 ,נעמ"ה ,75 ,ירדן )יריחו( ,11 ,ירושלים ,75 ,ערבות הירדן ,254 ,50 ,36 ,112 ,6 ,30 ,20
3715 ,עלמון ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,1575 ,157 ,384 ,613 ,171 ,132 ,118
3717 ,חרמש ,71 ,ג'נין ,32 ,חדרה ,72 ,שומרון ,292 ,23 ,58 ,91 ,38 ,40 ,42
3719 ,תלם ,77 ,חברון ,11 ,ירושלים ,78 ,הר חברון ,533 ,96 ,215 ,171 ,27 ,19 ,5
3722 ,אשכולות ,77 ,חברון ,11 ,ירושלים ,78 ,הר חברון ,610 ,42 ,187 ,234 ,82 ,40 ,25
3723 ,פני חבר ,77 ,חברון ,11 ,ירושלים ,78 ,הר חברון ,612 ,119 ,231 ,184 ,45 ,20 ,13
3724 ,נגוהות ,77 ,חברון ,11 ,ירושלים ,78 ,הר חברון ,518 ,110 ,196 ,177 ,32 ,3 ,0
3725 ,נווה דניאל ,76 ,בית לחם ,11 ,ירושלים ,76 ,גוש עציון ,2685 ,281 ,805 ,985 ,273 ,182 ,159
3726 ,נוקדים ,76 ,בית לחם ,11 ,ירושלים ,76 ,גוש עציון ,2717 ,492 ,822 ,1001 ,208 ,80 ,114
3727 ,עלי זהב ,73 ,טול כרם ,48 ,אריאל ,72 ,שומרון ,4909 ,1127 ,1781 ,1735 ,147 ,60 ,59
3730 ,גבעת זאב ,74 ,ראמאללה ,11 ,ירושלים ,0 , ,22153 ,3458 ,6289 ,7775 ,1507 ,1273 ,1851
3743 ,טנא ,77 ,חברון ,62 ,באר שבע ,78 ,הר חברון ,1078 ,181 ,371 ,373 ,73 ,47 ,33
3744 ,ברוכין ,73 ,טול כרם ,48 ,אריאל ,72 ,שומרון ,2264 ,526 ,888 ,759 ,77 ,2 ,12
3745 ,מצדות יהודה ,77 ,חברון ,11 ,ירושלים ,78 ,הר חברון ,689 ,132 ,199 ,256 ,22 ,44 ,36
3746 ,קרית נטפים ,73 ,טול כרם ,48 ,אריאל ,72 ,שומרון ,943 ,139 ,348 ,340 ,66 ,21 ,29
3747 ,דולב ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,1631 ,237 ,507 ,609 ,108 ,104 ,66
3748 ,עתניאל ,77 ,חברון ,11 ,ירושלים ,78 ,הר חברון ,924 ,128 ,311 ,353 ,63 ,42 ,27
3749 ,יצהר ,72 ,שכם ,48 ,אריאל ,72 ,שומרון ,2138 ,529 ,800 ,690 ,76 ,30 ,13
3750 ,אלפי מנשה ,73 ,טול כרם ,349 ,ראש העין ,0 , ,8637 ,589 ,2078 ,2886 ,1367 ,741 ,976
3751 ,מגדלים ,72 ,שכם ,48 ,אריאל ,72 ,שומרון ,590 ,150 ,143 ,229 ,31 ,21 ,16
3752 ,מעלה לבונה ,74 ,ראמאללה ,48 ,אריאל ,73 ,מטה בנימין ,828 ,150 ,231 ,306 ,54 ,45 ,42
3754 ,אספר ,77 ,חברון ,11 ,ירושלים ,76 ,גוש עציון ,1142 ,276 ,415 ,386 ,21 ,22 ,22
3756 ,סוסיה ,77 ,חברון ,11 ,ירושלים ,78 ,הר חברון ,1544 ,271 ,499 ,581 ,72 ,82 ,39
3759 ,אדורה ,77 ,חברון ,13 ,בית שמש ,78 ,הר חברון ,528 ,78 ,191 ,188 ,31 ,22 ,18
3760 ,אורנית ,73 ,טול כרם ,349 ,ראש העין ,0 , ,9995 ,757 ,2607 ,3301 ,1466 ,853 ,1011
3762 ,איתמר ,72 ,שכם ,48 ,אריאל ,72 ,שומרון ,1439 ,256 ,528 ,489 ,69 ,58 ,39
3763 ,גבע בנימין ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,5978 ,679 ,1827 ,2218 ,595 ,366 ,293
3764 ,חגי ,77 ,חברון ,11 ,ירושלים ,78 ,הר חברון ,773 ,139 ,263 ,289 ,38 ,37 ,7
3765 ,עלי ,72 ,שכם ,48 ,אריאל ,73 ,מטה בנימין ,4475 ,810 ,1401 ,1621 ,313 ,166 ,164
3766 ,כרמי צור ,77 ,חברון ,11 ,ירושלים ,76 ,גוש עציון ,1123 ,145 ,420 ,406 ,83 ,49 ,20
3767 ,נחליאל ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,785 ,141 ,302 ,266 ,25 ,30 ,21
3768 ,פדואל ,73 ,טול כרם ,48 ,אריאל ,72 ,שומרון ,2264 ,321 ,803 ,819 ,177 ,106 ,38
3769 ,הר אדר ,74 ,ראמאללה ,11 ,ירושלים ,0 , ,4426 ,210 ,1071 ,1398 ,759 ,402 ,586
3770 ,חשמונאים ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,3112 ,287 ,567 ,1234 ,278 ,353 ,393
3777 ,סנסנה ,77 ,חברון ,62 ,באר שבע ,78 ,הר חברון ,759 ,132 ,288 ,263 ,75 ,1 ,0
3779 ,כוכב יעקב ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,10242 ,2009 ,3420 ,3732 ,528 ,290 ,263
3780 ,ביתר עילית ,76 ,בית לחם ,11 ,ירושלים ,0 , ,67194 ,13165 ,25532 ,22575 ,3645 ,1313 ,964
3781 ,קדר ,76 ,בית לחם ,11 ,ירושלים ,76 ,גוש עציון ,1624 ,147 ,416 ,641 ,221 ,131 ,68
3782 ,רותם ,75 ,ירדן )יריחו( ,11 ,ירושלים ,75 ,ערבות הירדן ,274 ,42 ,119 ,82 ,30 ,1 ,0
3784 ,שמעה ,77 ,חברון ,11 ,ירושלים ,78 ,הר חברון ,983 ,227 ,274 ,363 ,56 ,37 ,26
3785 ,משכיות ,75 ,ירדן )יריחו( ,11 ,ירושלים ,75 ,ערבות הירדן ,326 ,78 ,150 ,93 ,5 ,0 ,0
3786 ,אבנת ,75 ,ירדן )יריחו( ,11 ,ירושלים ,74 ,מגילות ים המלח ,240 ,55 ,94 ,86 ,5 ,0 ,0
3787 ,נעלה ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,2670 ,242 ,857 ,912 ,396 ,121 ,142
